Space,StartDate,Activity,Duration,Tags
Work-Space,2023-06-28,Unit42-Case Work,03:24:00,"#ASTM
#Meta
#Traffic-analysis"
Off-Work Space,2023-06-28,Gaming,02:15:00,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-06-28,Gaming,01:22:28,"#Deus Ex
#FPS
#RPG"
Off-Work Space,2023-06-29,Gaming,01:10:00,"#Call of Duty
#FPS
#Multiplayer"
Work-Space,2023-06-29,Unit42-Case Work,06:11:21,"#ASTM
#Meta
#Traffic-analysis"
Off-Work Space,2023-06-29,Videos,00:38:00,#Plex
Off-Work Space,2023-06-29,Gaming,00:26:25,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-06-29,Gaming,01:19:16,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-06-30,Gaming,01:07:19,"#Battle-Royal
#Call of Duty
#FPS
#Multiplayer"
Work-Space,2023-06-30,Unit42-Case Work,05:54:07,"#ASTM
#Meta
#Traffic-analysis"
Off-Work Space,2023-06-30,Gaming,01:12:53,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-06-30,Gaming,00:39:00,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-01,Videos,00:24:27,#YouTube
Off-Work Space,2023-07-01,Videos,00:33:06,#YouTube
Off-Work Space,2023-07-01,Gaming,00:31:35,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-07-01,Gaming,01:45:24,"#CyberPunk 2077
#First Person
#Open World
#RPG"
Off-Work Space,2023-07-01,Gaming,00:29:33,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-07-01,Gaming,00:23:26,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-01,Gaming,01:12:25,
Off-Work Space,2023-07-01,Gaming,00:50:00,"#CyberPunk 2077
#First Person
#Open World
#RPG"
Off-Work Space,2023-07-02,Gaming,00:28:19,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-02,Videos,00:37:02,#YouTube
Off-Work Space,2023-07-02,Gaming,00:34:23,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-02,Gaming,00:50:58,"#CyberPunk 2077
#First Person
#Open World
#RPG"
Off-Work Space,2023-07-02,Gaming,01:40:25,"#CyberPunk 2077
#First Person
#Open World
#RPG"
Off-Work Space,2023-07-02,Gaming,00:36:51,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-03,Videos,00:15:00,#YouTube
Off-Work Space,2023-07-03,Gaming,02:07:17,
Off-Work Space,2023-07-03,Gaming,00:39:12,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-03,Gaming,00:15:30,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-07-03,Videos,00:15:29,#YouTube
Off-Work Space,2023-07-03,Gaming,01:13:55,"#CyberPunk 2077
#First Person
#Open World
#RPG"
Off-Work Space,2023-07-03,Gaming,01:28:29,"#CyberPunk 2077
#First Person
#Open World
#RPG"
Off-Work Space,2023-07-04,Gaming,01:29:38,"#CyberPunk 2077
#First Person
#Open World
#RPG"
Off-Work Space,2023-07-04,Gaming,03:09:40,"#CyberPunk 2077
#Open World
#RPG"
Off-Work Space,2023-07-04,Gaming,02:06:18,"#CyberPunk 2077
#First Person
#Open World
#RPG"
Off-Work Space,2023-07-05,Gaming,00:40:28,
Work-Space,2023-07-05,Unit42-Case Work,05:49:10,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-07-05,Unit42-Administrative,01:19:05,"#Internal Meeting
#Internship
#Unit42-intern-101"
Work-Space,2023-07-05,Unit42-Case Work,00:23:27,"#ASTM
#Meta
#Traffic-analysis"
Off-Work Space,2023-07-05,Gaming,01:58:56,"#Battle-Royal
#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-05,Gaming,02:44:32,"#CyberPunk 2077
#First Person
#Open World
#RPG"
Off-Work Space,2023-07-06,Gaming,00:48:18,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-07-06,Gaming,00:42:22,"#Call of Duty
#FPS
#Multiplayer"
Work-Space,2023-07-06,Unit42-Case Work,03:31:55,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-07-06,Unit42-Case Work,02:48:00,"#ASTM
#Meta
#Traffic-analysis"
Off-Work Space,2023-07-06,Gaming,00:36:40,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-07-06,Gaming,00:11:20,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-06,Gaming,02:14:00,"#CyberPunk 2077
#First Person
#Open World
#RPG"
Off-Work Space,2023-07-06,Gaming,00:52:59,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-07,Gaming,01:05:14,"#Call of Duty
#FPS
#Multiplayer"
Work-Space,2023-07-07,Unit42-Case Work,03:59:07,"#ASTM
#Meta
#Traffic-analysis"
Off-Work Space,2023-07-07,Gaming,00:17:58,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-07,Gaming,00:49:50,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-07,Gaming,00:44:00,"#CyberPunk 2077
#First Person
#Open World
#RPG"
Off-Work Space,2023-07-07,Gaming,01:05:29,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-07-07,Gaming,01:10:31,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-08,Gaming,00:29:23,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-08,Videos,00:44:33,#YouTube
Off-Work Space,2023-07-08,Gaming,00:33:49,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-08,Gaming,02:54:34,"#CyberPunk 2077
#First Person
#Open World
#RPG"
Off-Work Space,2023-07-08,Gaming,00:52:39,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-07-08,Gaming,01:00:10,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-09,Videos,00:15:00,#YouTube
Off-Work Space,2023-07-09,Gaming,00:27:54,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-07-09,Gaming,02:59:06,"#CyberPunk 2077
#First Person
#Open World
#RPG"
Off-Work Space,2023-07-09,Gaming,00:21:59,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-09,Gaming,02:45:36,"#CyberPunk 2077
#First Person
#Open World
#RPG"
Off-Work Space,2023-07-09,Gaming,00:58:45,
Off-Work Space,2023-07-10,Videos,00:06:06,#YouTube
Off-Work Space,2023-07-10,Gaming,00:49:53,"#Call of Duty
#FPS
#Multiplayer"
Work-Space,2023-07-10,Unit42-Case Work,04:32:17,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-07-10,Unit42-Administrative,00:53:47,"#Internal Meeting
#Performace Review"
Work-Space,2023-07-10,Unit42-Case Work,02:08:41,"#ASTM
#Meta
#Traffic-analysis"
Off-Work Space,2023-07-10,Gaming,01:22:23,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-10,Gaming,02:17:00,"#CyberPunk 2077
#First Person
#Open World
#RPG"
Off-Work Space,2023-07-10,Gaming,01:37:26,
Off-Work Space,2023-07-11,Gaming,00:40:00,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-07-11,Gaming,00:37:56,"#Call of Duty
#FPS
#Multiplayer"
Work-Space,2023-07-11,Unit42-Case Work,02:17:13,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-07-11,Unit42-Case Work,02:31:54,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-07-11,Unit42-Administrative,00:32:31,
Work-Space,2023-07-11,Unit42-Case Work,00:41:15,"#ASTM
#Meta
#Traffic-analysis
#Troubleshooting"
Off-Work Space,2023-07-11,Gaming,01:51:53,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-12,Videos,00:05:32,#YouTube
Off-Work Space,2023-07-12,Gaming,01:06:18,"#CyberPunk 2077
#First Person
#Open World
#RPG"
Work-Space,2023-07-12,Unit42-Case Work,01:45:27,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-07-12,Unit42-Case Work,02:29:30,"#ASTM
#Case Management
#Meta
#Presentation"
Off-Work Space,2023-07-12,Gaming,00:40:25,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-07-12,Gaming,00:30:21,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-12,Gaming,01:57:00,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-07-12,Gaming,01:19:50,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-13,Gaming,01:14:56,"#CyberPunk 2077
#First Person
#Open World
#RPG"
Work-Space,2023-07-13,Unit42-Case Work,05:46:53,"#ASTM
#Meta
#Traffic-analysis"
Off-Work Space,2023-07-13,Videos,01:00:53,#YouTube
Off-Work Space,2023-07-13,Gaming,00:24:01,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-13,Gaming,01:37:10,"#CyberPunk 2077
#First Person
#Open World
#RPG"
Off-Work Space,2023-07-13,Homelab Engineering and Documentation,00:13:19,#Data consolidation
Off-Work Space,2023-07-13,Gaming,03:16:36,"#CyberPunk 2077
#First Person
#Open World
#RPG"
Off-Work Space,2023-07-14,Gaming,00:32:20,
Work-Space,2023-07-14,Unit42-Case Work,04:56:55,"#ASTM
#Meta
#Traffic-analysis"
Off-Work Space,2023-07-14,Gaming,01:36:25,"#CyberPunk 2077
#First Person
#Open World
#RPG"
Off-Work Space,2023-07-14,Gaming,01:54:07,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-15,Videos,00:33:24,#YouTube
Off-Work Space,2023-07-15,Videos,00:53:42,#YouTube
Off-Work Space,2023-07-15,Gaming,01:00:09,"#CyberPunk 2077
#First Person
#Open World
#RPG"
Off-Work Space,2023-07-15,Gaming,01:10:13,"#CyberPunk 2077
#First Person
#Open World
#RPG"
Off-Work Space,2023-07-15,Gaming,01:13:39,"#CyberPunk 2077
#First Person
#Open World
#RPG"
Off-Work Space,2023-07-15,Gaming,01:32:52,"#CyberPunk 2077
#First Person
#Open World
#RPG"
Off-Work Space,2023-07-15,Gaming,00:44:00,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-07-15,Gaming,00:32:08,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-16,Gaming,02:52:50,"#CyberPunk 2077
#First Person
#Open World
#RPG"
Off-Work Space,2023-07-16,Gaming,00:55:23,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-07-16,Gaming,00:20:13,
Off-Work Space,2023-07-16,Gaming,00:43:52,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-16,Gaming,00:26:20,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-07-16,Gaming,00:54:51,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-17,Gaming,00:32:50,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-07-17,Gaming,00:36:07,"#Call of Duty
#FPS
#Multiplayer"
Work-Space,2023-07-17,Unit42-Case Work,02:35:55,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-07-17,Unit42-Case Work,02:17:06,"#ASTM
#Meta
#Traffic-analysis"
Off-Work Space,2023-07-17,Videos,00:11:53,#YouTube
Off-Work Space,2023-07-17,Videos,00:11:19,#Plex
Off-Work Space,2023-07-17,Homelab Engineering and Documentation,01:20:19,"#Book Review
#Movie Review
#TV Show Review"
Off-Work Space,2023-07-17,Gaming,01:25:00,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-07-17,Gaming,00:32:46,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-07-17,Gaming,01:00:17,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-18,Gaming,00:59:39,"#Battle-Royal
#Call of Duty
#FPS
#Multiplayer"
Work-Space,2023-07-18,Unit42-Case Work,04:31:01,"#ASTM
#Meta
#Traffic-analysis"
Off-Work Space,2023-07-18,Homelab Engineering and Documentation,01:28:35,"#Book Review
#Movie Review
#TV Show Review"
Off-Work Space,2023-07-18,Gaming,00:50:33,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-18,Gaming,00:30:00,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-07-18,Gaming,00:47:00,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-19,Gaming,00:30:53,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-07-19,Gaming,00:17:18,
Work-Space,2023-07-19,Unit42-Case Work,03:24:53,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-07-19,Unit42-Client Meeting,01:00:00,#Presentation
Work-Space,2023-07-19,Unit42-Case Work,01:05:00,"#ASTM
#Meta
#Traffic-analysis"
Off-Work Space,2023-07-19,Gaming,01:46:12,"#Battle-Royal
#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-19,Videos,00:31:00,#YouTube
Off-Work Space,2023-07-20,Gaming,01:52:30,"#CyberPunk 2077
#First Person
#Open World
#RPG"
Work-Space,2023-07-20,Unit42-Case Work,01:48:38,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-07-20,Unit42-Case Work,01:11:24,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-07-20,Unit42-Client Meeting,01:10:27,#Presentation
Work-Space,2023-07-20,Unit42-Case Work,02:13:07,"#ASTM
#Meta
#Traffic-analysis"
Off-Work Space,2023-07-20,Gaming,01:34:28,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-20,Mimir Cyber,00:57:00,"#100DaysofCode
#Documentation"
Off-Work Space,2023-07-21,Gaming,01:00:26,"#Call of Duty
#FPS
#Multiplayer"
Work-Space,2023-07-21,Unit42-Case Work,02:30:34,"#ASTM
#Meta
#Traffic-analysis"
Off-Work Space,2023-07-22,Gaming,01:39:25,
Off-Work Space,2023-07-22,Videos,01:22:46,#YouTube
Off-Work Space,2023-07-23,Videos,00:18:50,#YouTube
Off-Work Space,2023-07-23,Gaming,01:19:11,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-23,Mimir Cyber,01:05:38,"#Mentorship
#Python"
Off-Work Space,2023-07-24,Gaming,01:00:57,"#Call of Duty
#FPS
#Multiplayer"
Work-Space,2023-07-24,Unit42-Case Work,02:12:04,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-07-24,Unit42-Administrative,00:35:00,#Internal Meeting
Work-Space,2023-07-24,Unit42-Case Work,03:55:00,"#ASTM
#Meta
#Traffic-analysis"
Off-Work Space,2023-07-24,Gaming,00:55:54,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-24,Gaming,01:28:36,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-07-24,Gaming,00:29:28,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-25,Gaming,01:10:57,"#Call of Duty
#FPS
#Multiplayer"
Work-Space,2023-07-25,Unit42-Case Work,00:52:27,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-07-25,Unit42-Case Work,02:28:02,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-07-25,Unit42-Case Work,02:03:33,"#ASTM
#Meta
#Traffic-analysis"
Off-Work Space,2023-07-25,Videos,00:10:00,#YouTube
Off-Work Space,2023-07-25,Gaming,00:45:07,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-25,Gaming,00:51:06,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-07-25,Mimir Cyber,00:10:20,"#Mentorship
#Python"
Off-Work Space,2023-07-25,Gaming,00:05:06,"#CyberPunk 2077
#First Person
#Open World
#RPG"
Off-Work Space,2023-07-25,Mimir Cyber,00:20:09,
Off-Work Space,2023-07-25,Gaming,00:07:33,"#CyberPunk 2077
#First Person
#Open World
#RPG"
Off-Work Space,2023-07-25,Gaming,00:38:03,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-26,Gaming,01:01:52,"#Call of Duty
#FPS
#Multiplayer"
Work-Space,2023-07-26,Unit42-Case Work,01:36:35,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-07-26,Unit42-Case Work,02:05:16,"#ASTM
#Meta
#Traffic-analysis"
Off-Work Space,2023-07-26,Gaming,00:40:00,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-26,Gaming,00:47:56,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-26,Gaming,00:35:01,
Off-Work Space,2023-07-26,Gaming,00:30:22,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-26,Gaming,00:18:32,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-07-27,Gaming,00:09:48,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-07-27,Gaming,00:23:14,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-27,Gaming,00:48:00,"#CyberPunk 2077
#First Person
#Open World
#RPG"
Work-Space,2023-07-27,Unit42-Case Work,04:45:31,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-07-27,Unit42-Case Work,01:33:58,"#ASTM
#Meta
#Traffic-analysis"
Off-Work Space,2023-07-27,Videos,00:14:00,#Plex
Off-Work Space,2023-07-27,Gaming,00:29:32,
Off-Work Space,2023-07-27,Gaming,00:16:30,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-27,Gaming,02:07:29,"#CyberPunk 2077
#First Person
#Open World
#RPG"
Off-Work Space,2023-07-28,Gaming,01:14:51,
Work-Space,2023-07-28,Unit42-Case Work,03:05:26,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-07-28,Unit42-Case Work,01:35:00,"#ASTM
#Meta
#Traffic-analysis"
Off-Work Space,2023-07-28,Homelab Engineering and Documentation,01:30:36,"#Book Review
#Movie Review
#TV Show Review"
Off-Work Space,2023-07-28,Gaming,00:53:12,"#CyberPunk 2077
#First Person
#Open World
#RPG"
Off-Work Space,2023-07-29,Gaming,00:50:30,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-29,Gaming,03:07:59,"#CyberPunk 2077
#First Person
#Open World
#RPG"
Off-Work Space,2023-07-29,Mimir Cyber,00:32:30,"#Mentorship
#Python"
Off-Work Space,2023-07-29,Gaming,00:13:00,"#CyberPunk 2077
#First Person
#Open World
#RPG"
Off-Work Space,2023-07-29,Gaming,00:32:32,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-07-29,Gaming,00:34:00,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-29,Videos,00:27:21,#YouTube
Off-Work Space,2023-07-29,Gaming,01:37:32,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-07-29,Videos,00:16:00,#YouTube
Off-Work Space,2023-07-30,Gaming,00:41:30,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-30,Gaming,00:14:49,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-07-30,Gaming,02:35:28,"#Ghost Recon: Wildlands
#Open World
#Shooter
#Tactical
#Third Person"
Off-Work Space,2023-07-30,Gaming,01:45:50,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-31,Gaming,00:19:42,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-31,Gaming,00:37:35,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-07-31,Gaming,00:20:43,
Work-Space,2023-07-31,Unit42-Case Work,03:14:07,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-07-31,Unit42-Case Work,02:25:00,"#ASTM
#Meta
#Traffic-analysis"
Off-Work Space,2023-07-31,Videos,00:30:00,#YouTube
Off-Work Space,2023-07-31,Homelab Engineering and Documentation,00:53:58,"#Book Review
#Movie Review
#TV Show Review"
Off-Work Space,2023-07-31,Gaming,00:29:11,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-31,Gaming,00:33:10,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-07-31,Gaming,00:48:59,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-07-31,Gaming,00:29:56,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-08-01,Gaming,01:09:30,"#Call of Duty
#FPS
#Multiplayer"
Work-Space,2023-08-01,Unit42-Case Work,02:58:38,"#ASTM
#Meta
#Traffic-analysis"
Off-Work Space,2023-08-01,Gaming,00:42:57,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-08-02,Videos,00:10:18,#YouTube
Off-Work Space,2023-08-02,Gaming,00:18:42,"#Call of Duty
#DMZ
#Extraction
#FPS"
Off-Work Space,2023-08-02,Gaming,00:36:54,"#Call of Duty
#FPS
#Multiplayer"
Work-Space,2023-08-02,Unit42-Case Work,05:55:03,"#ASTM
#Meta
#Traffic-analysis"
Off-Work Space,2023-08-02,Gaming,01:08:57,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-08-02,Gaming,00:59:07,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-08-02,Gaming,00:17:32,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-08-02,Gaming,00:16:48,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-08-03,Gaming,00:27:16,
Off-Work Space,2023-08-03,Gaming,00:33:10,"#Battle-Royal
#Call of Duty
#FPS"
Work-Space,2023-08-03,Unit42-Case Work,01:37:22,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-08-03,Unit42-Case Work,02:30:00,"#ASTM
#Meta
#Traffic-analysis"
Off-Work Space,2023-08-03,Gaming,00:12:33,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-08-03,Gaming,00:15:17,"#Call of Duty
#DMZ
#FPS"
Off-Work Space,2023-08-03,Gaming,00:18:08,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-08-03,Gaming,00:11:37,"#Battlefield 2042
#FPS
#Multiplayer"
Off-Work Space,2023-08-04,Videos,00:36:31,#YouTube
Off-Work Space,2023-08-04,Gaming,00:32:55,"#Call of Duty
#FPS
#Multiplayer"
Work-Space,2023-08-04,Unit42-Case Work,01:27:35,"#ASTM
#Meta
#Traffic-analysis"
Off-Work Space,2023-08-04,Gaming,00:17:24,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-08-04,Gaming,01:03:26,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-08-04,Gaming,01:55:29,"#Ghost Recon: Wildlands
#Open World
#Shooter
#Tactical
#Third Person"
Off-Work Space,2023-08-04,Gaming,00:43:28,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-08-04,Gaming,01:00:30,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-08-04,Gaming,00:14:00,"#Battlefield 2042
#FPS
#Multiplayer"
Off-Work Space,2023-08-04,Gaming,00:50:53,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-08-04,Gaming,01:37:50,
Off-Work Space,2023-08-05,Gaming,01:16:31,"#Ghost Recon: Wildlands
#Open World
#Shooter
#Tactical
#Third Person"
Off-Work Space,2023-08-05,Videos,00:09:55,#YouTube
Off-Work Space,2023-08-05,Homelab Engineering and Documentation,00:48:52,"#Book Review
#Movie Review
#TV Show Review"
Off-Work Space,2023-08-05,Gaming,01:31:10,"#Ghost Recon: Wildlands
#Open World
#Shooter
#Tactical
#Third Person"
Off-Work Space,2023-08-05,Gaming,00:45:49,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-08-05,Gaming,00:19:12,"#Battlefield 2042
#FPS
#Multiplayer"
Off-Work Space,2023-08-05,Videos,00:11:58,#YouTube
Off-Work Space,2023-08-05,Gaming,00:57:37,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-08-05,Gaming,00:08:53,"#Battlefield 2042
#FPS
#Multiplayer"
Off-Work Space,2023-08-05,Gaming,00:44:40,
Off-Work Space,2023-08-06,Gaming,03:13:39,"#Ghost Recon: Wildlands
#Open World
#Shooter
#Tactical
#Third Person"
Off-Work Space,2023-08-06,Videos,00:13:35,#YouTube
Off-Work Space,2023-08-06,Gaming,00:23:22,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-08-06,Gaming,00:23:53,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-08-06,Gaming,01:05:00,"#Battlefield 2042
#FPS
#Multiplayer"
Off-Work Space,2023-08-06,Gaming,00:21:21,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-08-06,Gaming,00:58:49,"#Battle-Royal
#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-08-07,Gaming,00:41:28,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-08-07,Gaming,00:10:21,"#Call of Duty
#FPS
#Multiplayer"
Work-Space,2023-08-07,Unit42-Case Work,02:19:59,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-08-07,Unit42-Case Work,01:33:26,
Off-Work Space,2023-08-07,Homelab Engineering and Documentation,01:25:07,"#Book Review
#Movie Review
#TV Show Review"
Off-Work Space,2023-08-07,Homelab Engineering and Documentation,00:10:24,#TV Show Review
Off-Work Space,2023-08-07,Gaming,00:46:04,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-08-08,Gaming,00:50:20,"#Call of Duty
#FPS
#Multiplayer"
Work-Space,2023-08-08,Unit42-Case Work,00:56:17,"#ASTM
#Meta
#Traffic-analysis"
Off-Work Space,2023-08-08,Homelab Engineering and Documentation,00:57:15,"#Book Review
#Movie Review
#TV Show Review"
Off-Work Space,2023-08-09,Homelab Engineering and Documentation,00:25:00,#Movie Review
Off-Work Space,2023-08-09,Gaming,00:40:00,"#Call of Duty
#FPS
#Multiplayer"
Work-Space,2023-08-09,Unit42-Case Work,00:55:00,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-08-09,Unit42-Administrative,01:10:00,"#1-on-1
#Mentoring"
Work-Space,2023-08-09,Unit42-Administrative,01:10:00,"#1-on-1
#Mentoring"
Work-Space,2023-08-09,Unit42-Case Work,02:20:00,"#ASTM
#Meta
#Traffic-analysis"
Off-Work Space,2023-08-09,Gaming,00:22:54,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-08-09,Gaming,00:26:28,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-08-09,Gaming,01:40:58,"#Battle-Royal
#Call of Duty
#FPS
#Trios
#Win"
Off-Work Space,2023-08-09,Gaming,00:31:31,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-08-10,Gaming,00:27:54,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-08-10,Gaming,00:35:29,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-08-10,Gaming,00:10:41,"#Call of Duty
#FPS
#Multiplayer"
Work-Space,2023-08-10,Unit42-Case Work,04:37:54,"#ASTM
#Meta
#Traffic-analysis"
Off-Work Space,2023-08-10,Homelab Engineering and Documentation,01:14:36,"#Book Review
#Movie Review
#TV Show Review"
Off-Work Space,2023-08-10,Gaming,01:08:06,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-08-10,Gaming,00:24:17,
Off-Work Space,2023-08-10,Gaming,00:27:39,"#Battle-Royal
#Call of Duty
#FPS"
